From,To
P68433,P68431
P68433,P68431
P68433,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P68433,P68431
P02301,P68431
P68433,P68431
P68433,P68431
P68433,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P68433,P68431
P02301,P68431
P68433,Q71DI3
P68433,Q71DI3
P68433,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P68433,Q71DI3
P02301,Q71DI3
P68433,Q71DI3
P68433,Q71DI3
P68433,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P68433,Q71DI3
P02301,Q71DI3
P68433,Q71DI3
P68433,Q71DI3
P68433,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P84228,Q71DI3
P68433,Q71DI3
P02301,Q71DI3
P68433,P68431
P68433,P68431
P68433,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P68433,P68431
P02301,P68431
P68433,P68431
P68433,P68431
P68433,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P68433,P68431
P02301,P68431
P68433,P68431
P68433,P68431
P68433,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P68433,P68431
P02301,P68431
P68433,P68431
P68433,P68431
P68433,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P68433,P68431
P02301,P68431
P68433,P68431
P68433,P68431
P68433,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P68433,P68431
P02301,P68431
P68433,P68431
P68433,P68431
P68433,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P84228,P68431
P68433,P68431
P02301,P68431
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
P62806,P62805
Q8CFX1,O95479
Q78JT3,P46952
Q8K0D2,Q14520
Q9JKS5,Q5JVS0
Q9QY80,B0YJ81
Q9D3B1,Q6Y1H2
Q8K2C9,Q9P035
A2AKM2,Q5VWC8
Q3U0D9,Q8IYU2
Q9QXE0,Q9UJ83
Q61425,Q16836
Q8BMS1,P40939
Q99JY0,P55084
Q99KB8,Q16775
Q9DB32,Q6PII5
P35492,P42357
Q9EQ21,P81172
Q80T19,P81172
Q64279,O96004
Q61039,P61296
Q9WU19,Q9UJM8
Q9NYQ2,Q9NYQ3
O35668,P54257
Q9QUP5,P10915
Q9ESM3,Q9GZV7
Q80WM5,Q96S86
Q80WM4,Q86UW8
Q14AM7,Q14CZ0
Q8BR93,Q96MB7
Q61035,P12081
Q99KK9,Q8TEA8
Q61647,Q92839
P70312,Q92819
O08650,O00219
Q9Z0R0,Q8TF76
Q8BY71,O14929
Q8BHX1,Q96CS2
Q9CQS9,Q9NVX0
Q8QZX2,Q68CZ6
Q8BFT2,Q9H6D7
Q9D786,O94927
Q6NV99,Q7Z4H7
Q8BKT8,Q99871
Q99L00,Q9BT25
A0A0B4J1F6,Q96D42
F2Z474,Q96D42
Q5QNS5,Q96D42
Q8R183,Q96D42
Q8VIM0,Q8TDQ0
O35387,O00165
P01942,P69905
Q91VB8,P69905
P01942,P69905
Q91VB8,P69905
P02088,P68871
P02089,P68871
B2RVB7,P68871
A8DUK4,P68871
A8DUK4,P68871
P02088,P02042
P02089,P02042
B2RVB7,P02042
A8DUK4,P02042
A8DUK4,P02042
P04443,P02100
P04444,P02100
P02104,P02100
Q06186,Q99075
P04443,P69891
P04444,P69891
P02104,P69891
P04443,P69892
P04444,P69892
P02104,P69892
Q8R316,Q8IV16
Q8BYM1,P09105
Q3U0A6,P09105
Q69ZS7,Q9Y450
P06467,P02008
Q8C131,Q9BXC0
Q9EP66,Q8TDS4
Q9EP66,P49019
P53702,P53701
Q61191,P51610
Q9CYQ5,Q9NWW0
Q9D968,Q9Y5Z7
P08103,P08631
P49710,P14317
O88704,O60741
O88703,Q9UL51
O88705,Q9P1Z3
O70507,Q9Y3Q4
O55241,O43612
P58307,O43613
P58308,O43614
Q9QUJ0,Q9UBK5
O09106,Q13547
Q6P3E7,Q969S8
Q91WA3,Q96DB2
P70288,Q92769
O88895,O15379
Q6NZM9,P56524
Q9Z2V6,Q9UQL6
Q9Z2V5,Q9UBN7
Q8C2B3,Q9UKV0
Q8VH37,Q9BY41
Q99N13,Q9UKV0
P23738,Q9UBI9
Q3SXD3,Q7Z4H3
Q9D114,Q8N4P3
P51859,P51858
Q2VPR5,Q5TGJ6
Q3UMU9,Q7Z4V5
Q9JMG7,Q9Y3E1
Q3UGR5,Q9H0R4
Q9CYW4,Q9BSH5
Q91WM2,Q9BXW7
Q8VDJ3,Q00341
Q14B70,Q7Z353
G3X9B1,Q9H583
Q8BQM4,Q7Z4Q2
E9Q357,Q86WZ0
Q5PRF0,Q86XA9
Q8C547,Q9P2D3
Q6P1G0,Q6AI08
Q5QNV8,A2RTY3
Q9R257,Q9NRV9
Q9WU63,Q9Y5Z4
Q3V1N5,Q9UBI9
Q69ZR2,Q9ULT8
Q8CDU6,Q5U5R9
Q3U487,Q5T447
E9Q2E4,Q9Y4D8
Q8K4P8,Q76N89
Q6I6G8,Q9P2P5
E9Q7X6,Q9ULI3
Q6NVF4,Q8NG08
Q60848,Q9NRZ9
Q2VPA6,Q8TDG4
Q7TS99,A6NFD8
Q6DFV5,P42694
E9QAM5,Q9BYK8
Q9ERZ0,Q9BXL5
Q921L7,Q9Y5R4
Q8CAE2,Q5T8I9
Q640R3,Q14CZ8
Q4VAH7,A8MVW5
Q9Z0Z4,Q9BQS7
Q3V1H3,Q6MZM0
E9PZP8,Q15751
Q4U2R1,O95714
A6H6S0,Q15034
Q6PAV2,Q5GLZ8
F2Z461,Q8IVU3
Q9JJK5,Q15011
Q9JJC9,Q9BSE4
P35428,Q14469
O54792,Q9Y543
Q61657,Q5TGS1
P70120,Q5TA89
Q9JHE6,Q96HZ4
Q8BKT2,Q9BYE0
Q61658,Q9UBX0
P29416,P06865
P20060,P07686
Q3U4H6,Q8WVB3
Q8R409,O94992
Q3TVI4,Q96MH2
Q9WV93,Q9Y5J3
Q9QUS4,Q9UBP5
Q9DBX7,Q9NQ87
P70387,Q30201
D3Z4R1,A2PYH4
O09173,Q93099
Q08048,P14210
Q9R098,Q04756
Q8C3I8,Q9BTY7
Q99LI8,O14964
Q3UDW8,Q68CP4
Q8BMT9,Q5VTY9
Q9D1G3,Q9HCP6
P43120,Q03014
Q7TN16,Q96QV1
Q14DK5,Q96JK4
Q9D2G9,Q6UWX4
Q3TYV2,C9JL84
Q99L13,P31937
Q8QZS1,Q6NVY1
Q9R1Y5,Q14526
Q9JLZ6,Q96JB3
Q8R1F6,Q8IV36
Q61221,Q16665
Q8BLR9,Q9NWT6
Q0VBL6,Q9Y2N7
Q9JLR9,Q9Y241
Q99JY6,Q9P298
Q76I25,A8MV81
Q9CQJ1,Q9BW72
Q9CQJ1,Q4VC39
Q9DD02,Q53FT3
Q9JLS0,Q9Y5L2
Q8K1K9,Q9BQA5
P70349,P49773
Q9D0S9,Q9BX68
Q9CPS6,Q9NQE9
Q8VD75,O00291
Q9JKY5,O75146
O88904,Q86Z02
Q9QZR5,Q9H2X6
Q9ERH7,Q9H422
Q3V016,Q8NE63
Q61666,P54198
Q8BLH7,Q9BW71
Q03172,P15822
Q3UHF7,P31629
A2A884,Q5T1R4
Q6PG16,Q8NCD3
Q7TQ32,Q6ZVN8
P17710,P19367
O08528,P52789
Q3TRM8,P52790
Q91W97,Q2TB90
,P04439
A7VMS2,P04439
Q0WXH6,P04439
G3UXE9,P04439
V9GXR0,P04439
P14427,P04439
P01901,P04439
P01897,P04439
F7CXU4,P04439
O19443,P04439
Q85ZW9,P04439
Q85ZW6,P04439
Q85ZW8,P04439
Q85ZW7,P04439
Q85ZW5,P04439
F6U8V3,P04439
Q6W9L1,P04439
Q31093,P04439
A7VMS3,P04439
O19442,P04439
O19441,P04439
P01898,P04439
Q4KN81,P04439
Q8HWB2,P04439
P79568,P04439
P14429,P04439
P14430,P04439
Q8WLM9,P04439
Q31615,P04439
P06339,P04439
P14432,P04439
,P04439
,P01889
A7VMS2,P01889
Q0WXH6,P01889
G3UXE9,P01889
V9GXR0,P01889
P14427,P01889
P01901,P01889
P01897,P01889
F7CXU4,P01889
O19443,P01889
Q85ZW9,P01889
Q85ZW6,P01889
Q85ZW8,P01889
Q85ZW7,P01889
Q85ZW5,P01889
F6U8V3,P01889
Q6W9L1,P01889
Q31093,P01889
A7VMS3,P01889
O19442,P01889
O19441,P01889
P01898,P01889
Q4KN81,P01889
Q8HWB2,P01889
P79568,P01889
P14429,P01889
P14430,P01889
Q8WLM9,P01889
Q31615,P01889
P06339,P01889
P14432,P01889
,P01889
,P10321
A7VMS2,P10321
Q0WXH6,P10321
G3UXE9,P10321
V9GXR0,P10321
P14427,P10321
P01901,P10321
P01897,P10321
F7CXU4,P10321
O19443,P10321
Q85ZW9,P10321
Q85ZW6,P10321
Q85ZW8,P10321
Q85ZW7,P10321
Q85ZW5,P10321
F6U8V3,P10321
Q6W9L1,P10321
Q31093,P10321
A7VMS3,P10321
O19442,P10321
O19441,P10321
P01898,P10321
Q4KN81,P10321
Q8HWB2,P10321
P79568,P10321
P14429,P10321
P14430,P10321
Q8WLM9,P10321
Q31615,P10321
P06339,P10321
P14432,P10321
,P10321
P28078,P28067
P35737,P28068
Q31099,P28068
Q9QWV1,P06340
A0A494BB12,P13765
P01910,P01909
P01910,P01906
P01921,P01920
P01921,P05538
P01904,P01903
P04230,P01911
Q3UUV9,P01911
P04230,P79483
Q3UUV9,P79483
P04230,P13762
Q3UUV9,P13762
P04230,Q30154
Q3UUV9,Q30154
,P13747
A7VMS2,P13747
Q0WXH6,P13747
G3UXE9,P13747
V9GXR0,P13747
P14427,P13747
P01901,P13747
P01897,P13747
F7CXU4,P13747
O19443,P13747
Q85ZW9,P13747
Q85ZW6,P13747
Q85ZW8,P13747
Q85ZW7,P13747
Q85ZW5,P13747
F6U8V3,P13747
Q6W9L1,P13747
Q31093,P13747
A7VMS3,P13747
O19442,P13747
O19441,P13747
P01898,P13747
Q4KN81,P13747
Q8HWB2,P13747
P79568,P13747
P14429,P13747
P14430,P13747
Q8WLM9,P13747
Q31615,P13747
P06339,P13747
P14432,P13747
,P13747
,P30511
A7VMS2,P30511
Q0WXH6,P30511
G3UXE9,P30511
V9GXR0,P30511
P14427,P30511
P01901,P30511
P01897,P30511
F7CXU4,P30511
O19443,P30511
Q85ZW9,P30511
Q85ZW6,P30511
Q85ZW8,P30511
Q85ZW7,P30511
Q85ZW5,P30511
F6U8V3,P30511
Q6W9L1,P30511
Q31093,P30511
A7VMS3,P30511
O19442,P30511
O19441,P30511
P01898,P30511
Q4KN81,P30511
Q8HWB2,P30511
P79568,P30511
P14429,P30511
P14430,P30511
Q8WLM9,P30511
Q31615,P30511
P06339,P30511
P14432,P30511
,P30511
,P17693
A7VMS2,P17693
Q0WXH6,P17693
G3UXE9,P17693
V9GXR0,P17693
P14427,P17693
P01901,P17693
P01897,P17693
F7CXU4,P17693
O19443,P17693
Q85ZW9,P17693
Q85ZW6,P17693
Q85ZW8,P17693
Q85ZW7,P17693
Q85ZW5,P17693
F6U8V3,P17693
Q6W9L1,P17693
Q31093,P17693
A7VMS3,P17693
O19442,P17693
O19441,P17693
P01898,P17693
Q4KN81,P17693
Q8HWB2,P17693
P79568,P17693
P14429,P17693
P14430,P17693
Q8WLM9,P17693
Q31615,P17693
P06339,P17693
P14432,P17693
,P17693
,P01893
A7VMS2,P01893
Q0WXH6,P01893
G3UXE9,P01893
V9GXR0,P01893
P14427,P01893
P01901,P01893
P01897,P01893
F7CXU4,P01893
O19443,P01893
Q85ZW9,P01893
Q85ZW6,P01893
Q85ZW8,P01893
Q85ZW7,P01893
Q85ZW5,P01893
F6U8V3,P01893
Q6W9L1,P01893
Q31093,P01893
A7VMS3,P01893
O19442,P01893
O19441,P01893
P01898,P01893
Q4KN81,P01893
Q8HWB2,P01893
P79568,P01893
P14429,P01893
P14430,P01893
Q8WLM9,P01893
Q31615,P01893
P06339,P01893
P14432,P01893
,P01893
Q920N2,P50747
Q8BW74,Q16534
Q6PCN7,Q14527
Q61670,Q14774
Q9D8V0,Q8TCT9
Q8BJA3,Q6NT76
P22907,P08397
Q8R1M0,Q96FZ2
D3YXG0,Q96RW7
A2AJ76,Q8NDA2
Q9DC33,Q9NP66
Q9Z104,Q9P0W2
P17095,P17096
J3QK51,P17096
P52927,P52926
P63158,P09429
P30681,P26583
O54879,O15347
Q6P8W9,Q8WW32
P38060,P35914
Q8JZS7,Q8TB92
Q01237,P04035
Q8JZK9,Q01581
P54869,P54868
P18608,P05114
P09602,P05204
,P05204
Q9DCB1,Q15651
Q9JL35,P82970
Q6AXF8,Q12766
Q80Y32,Q9UGU5
Q00547,O75330
P14901,P09601
O70252,P30519
O70218,Q9NP08
P43687,A2RU54
P42581,Q8IZL8
P22361,P20823
P27889,P35680
P49698,P41235
Q9WUU6,Q14541
Q91VF2,P50135
Q9CX86,Q13151
P49312,P09651
,P09651
P49312,Q32P51
,Q32P51
O88569,P22626
Q8BG05,P51991
Q99020,Q99729
Q9Z204,P07910
Q60668,Q14103
Q9Z130,O14979
Q9Z2X1,P52597
O35737,P31943
P70333,P55795
D3Z3N4,P31942
P61979,P61978
Q8R081,P14866
Q921F4,Q8WVV9
Q9D0E1,P52272
Q8VHM5,O43390
Q8VEK3,Q00839
Q8VDM6,Q9BUJ2
Q00PI9,Q1KMD3
Q80Y73,Q6PI97
Q9DCU9,Q86XE5
Q9Z2Y3,Q86YM7
Q9QWW1,Q9NSB8
Q99JP6,Q9NSC5
Q80W88,Q8IX15
Q8BIL5,Q9UJC3
Q7TMK6,Q96ED9
Q8BUK6,Q86VS8
Q8R1H0,Q9BPY8
Q9D5T7,Q86X24
Q5SQP1,Q8N7B1
,
,
Q8CCA9,
P09022,P49639
P31310,P31260
P31311,P31270
,
Q62424,P31271
P31245,O43364
P02831,O43365
P06798,Q00056
P09021,P20719
P09092,P31267
P02830,P31268
P09631,P31269
,
P17919,P14653
P70321,Q92826
P0C1T1,P14652
P09026,P14651
P10284,P17483
P09079,P09067
P09023,P17509
P09024,P09629
P09632,P17481
P20615,P17482
P31257,Q9NYD6
P31313,O43248
Q8K5B8,P31275
P50207,P31276
Q08624,P09017
P32043,Q00444
P10629,P09630
P09025,P31273
P09633,P31274
Q01822,Q9GZZ0
P28359,P28358
P23813,P31277
P23812,P35452
P70217,P35453
P09027,P31249
P10628,P09016
P23463,P13378
P28357,P28356
Q61646,P00738
Q3TEA8,Q5SSJ5
P84075,P84074
P62748,P37235
Q8BGZ1,Q9UM19
P49429,P32754
Q8K248,Q96IR7
Q8CFE2,Q9NWY4
Q8VCC1,P15428
Q9JHF7,O60760
O35453,P05981
Q61646,P00739
P00493,P00492
O08983,Q92902
Q91VB4,Q969F9
Q99KG7,Q9NQG7
P59438,Q9UPZ3
Q8BLY7,Q86YV9
Q6YGZ1,Q9Y251
B2RY83,Q8WWQ2
Q91X72,P02790
Q61645,O43593
Q61411,P01112
G5E8J6,P23327
Q9D6B9,Q6UXD1
Q9ESB3,P04196
P70174,P35367
P97292,P25021
P58406,Q9Y5N1
Q91ZY2,Q9H3N8
P62816,O00198
Q8VHD8,Q86YZ3
Q32P12,Q8N3J3
Q3TC93,Q53T59
Q8R3H7,Q7LGA3
O35310,O14792
Q673U1,Q9Y278
Q8BKN6,Q9Y663
Q9QZS6,Q9Y662
D3YVV6,Q9Y661
Q8BSL4,Q96QI5
Q5GFD5,Q96QI5
Q9QYK5,O60243
Q80UW0,Q96MM7
Q9QYK4,Q8IZP7
Q9CQZ1,O75506
B2RXB2,C9JCN9
Q8K3A0,Q8IWL3
P50172,P28845
P51661,P80365
P51656,P14061
O08756,Q99714
Q9EQ06,Q8NBQ5
O70503,Q53GQ0
Q8VCR2,Q7Z5P4
E9Q3D4,Q9BPX1
P51658,P37059
P70385,P37058
P51660,P51659
Q9R092,O14756
O88736,P56937
P50171,Q92506
P24815,P14060
P26149,P14060
P26150,P14060
Q61767,P14060
Q61694,P14060
O35469,P14060
,P14060
E9Q007,P14060
P24815,P26439
P26149,P26439
P26150,P26439
Q61767,P26439
Q61694,P26439
O35469,P26439
,P26439
E9Q007,P26439
Q9EQC1,Q9H2F3
Q8BTX9,Q3SXM5
Q2TPA8,Q6YN16
P38532,Q00613
P38533,Q03933
Q9D4G2,O75031
Q9R0L1,Q9ULV5
Q5ND04,Q4G112
Q80Y37,Q96LI6
Q80Y37,Q96LI6
Q6VYH9,Q96JZ2
P07901,P07900
P11499,P08238
P11499,Q58FF8
P11499,Q58FF7
P11499,Q58FF6
P08113,P14625
P08113,Q58FF3
Q8K0U4,O43301
Q9CZJ2,Q96MM6
Q8BM72,P48723
Q99M31,Q0VDF9
Q61696,P0DMV8
P17879,P0DMV8
Q61696,P0DMV9
P17879,P0DMV9
P16627,P34931
P17156,P54652
Q61316,P34932
P48722,O95757
P20029,P11021
P63017,P11142
P38647,P38646
P14602,P04792
Q99PR8,Q16082
Q9QZ57,Q12988
Q5EBG6,O14558
P35385,Q9UBY9
Q9JK92,Q9UJY1
Q9DAM3,Q9BQS6
Q8BK58,Q96EW2
Q99P31,Q9NZL4
P63038,P10809
Q64433,P61604
Q9JI95,P61604
Q05793,P98160
Q61699,Q92598
Q9Z2G9,Q9BUP3
Q8BGC0,O43719
Q64264,P08908
P28334,P28222
Q61224,P28221
Q02284,P30939
P35363,P28223
Q02152,P41595
P34968,P28335
P23979,P46098
Q9JHJ5,O95264
P97288,Q13639
P30966,P47898
Q9R1C8,P50406
P32304,P34969
Q9R118,Q92743
Q9JIY5,O43464
Q9D236,P83110
A2RT60,P83105
P42859,P42858
O88866,P57058
Q8BQY8,O60921
Q8K572,Q8NHY5
Q7TMY8,Q7Z6Z7
Q3U2S8,Q96D96
Q91ZJ9,Q12794
O35632,Q12891
Q8VEI3,P38567
Q05A56,Q2M3T9
Q9D4E9,
Q6P9N1,Q9BYI3
Q8C729,Q8IXS8
Q80W93,Q4G0P3
Q8R1F5,Q5T013
Q5U5V2,A2RU49
Q9CXX0,Q96M11
,
Q9JKR6,Q9Y4L1
Q9CR41,Q9NX55
Q9DB29,Q2TAA2
P12968,P10997
Q8BU30,P41252
Q8BIJ6,Q9NSE4
Q8CAK1,Q5T440
Q61711,P21815
Q6ZPR6,Q9P2D0
P97411,Q05084
Q3TY65,Q8NDH6
P13597,P05362
P35330,P13598
Q9ERM2,Q14773
Q60625,Q9UMF0
E9Q286,Q9Y2F5
Q3UZ18,Q659A1
Q9EQK7,O60725
Q9WVS0,Q9Y6W8
Q9JHJ8,O75144
P20067,P41134
P41136,Q02363
P41133,Q02535
P41139,P47928
Q9JHR7,P14735
O88844,O75874
P54071,P48735
Q9D6R2,P50213
Q91VA7,O43837
P70404,P51553
P58044,Q13907
,Q13907
Q8BFZ6,Q9BXS1
Q8BFZ6,Q9BXS1
Q8R0J8,Q5T6J7
P28776,P14902
Q8R0V5,Q6ZQW0
Q08890,P22304
P48441,P35475
P17950,Q9BTL4
P46694,P46695
Q9CR20,Q9Y5U9
O89113,Q5VY09
Q99J55,Q5T953
Q8BXL9,Q0D2I5
Q8R2V2,Q5TF58
O35368,Q16666
,Q16666
P0DOV2,Q16666
Q8CGE8,Q16666
G3UZV2,Q16666
E9Q3L4,Q16666
Q3V3Q4,Q16666
Q8BV49,Q16666
P0DOV1,Q16666
D3Z5G0,Q16666
Q504N7,Q16666
D0QMC3,Q16666
Q8C6G0,P40305
Q8R412,P40305
Q8VC49,P40305
Q8C6G0,Q96BM0
Q8R412,Q96BM0
Q8VC49,Q96BM0
Q8C6G0,Q9H2X8
Q8R412,Q9H2X8
Q8VC49,Q9H2X8
Q9ESY9,P13284
Q9D8C4,P80217
Q8BV66,Q8TCB0
Q9BDB7,Q53G44
Q8R5F7,Q9BYX4
Q64282,P09914
D3Z6F0,P09914
Q3U687,P09914
Q64282,Q5T764
D3Z6F0,Q5T764
Q3U687,Q5T764
Q64112,P09913
Q64345,O14879
E9PV48,O14879
Q9D103,P13164
Q8BR26,A6NMD0
Q99J93,Q01629
Q9CQW9,Q01629
G3X9Z2,Q01629
Q99J93,Q01628
Q9CQW9,Q01628
G3X9Z2,Q01628
O88728,A6NNB3
P01572,P01562
Q61716,P01562
Q80SS5,P01562
Q80SU4,P01562
Q810G3,P01562
Q61718,P01562
Q810G1,P01562
P01573,P01562
P07351,P01562
P07349,P01562
P07350,P01562
P06799,P01562
P09235,P01562
L7MTU6,P01562
P01572,P01566
Q61716,P01566
Q80SS5,P01566
Q80SU4,P01566
Q810G3,P01566
Q61718,P01566
Q810G1,P01566
P01573,P01566
P07351,P01566
P07349,P01566
P07350,P01566
P06799,P01566
P09235,P01566
L7MTU6,P01566
P01572,P01562
Q61716,P01562
Q80SS5,P01562
Q80SU4,P01562
Q810G3,P01562
Q61718,P01562
Q810G1,P01562
P01573,P01562
P07351,P01562
P07349,P01562
P07350,P01562
P06799,P01562
P09235,P01562
L7MTU6,P01562
P01572,P01570
Q61716,P01570
Q80SS5,P01570
Q80SU4,P01570
Q810G3,P01570
Q61718,P01570
Q810G1,P01570
P01573,P01570
P07351,P01570
P07349,P01570
P07350,P01570
P06799,P01570
P09235,P01570
L7MTU6,P01570
P01572,P05015
Q61716,P05015
Q80SS5,P05015
Q80SU4,P05015
Q810G3,P05015
Q61718,P05015
Q810G1,P05015
P01573,P05015
P07351,P05015
P07349,P05015
P07350,P05015
P06799,P05015
P09235,P05015
L7MTU6,P05015
P01572,P01571
Q61716,P01571
Q80SS5,P01571
Q80SU4,P01571
Q810G3,P01571
Q61718,P01571
Q810G1,P01571
P01573,P01571
P07351,P01571
P07349,P01571
P07350,P01571
P06799,P01571
P09235,P01571
L7MTU6,P01571
P01572,P01563
Q61716,P01563
Q80SS5,P01563
Q80SU4,P01563
Q810G3,P01563
Q61718,P01563
Q810G1,P01563
P01573,P01563
P07351,P01563
P07349,P01563
P07350,P01563
P06799,P01563
P09235,P01563
L7MTU6,P01563
P01572,P01568
Q61716,P01568
Q80SS5,P01568
Q80SU4,P01568
Q810G3,P01568
Q61718,P01568
Q810G1,P01568
P01573,P01568
P07351,P01568
P07349,P01568
P07350,P01568
P06799,P01568
P09235,P01568
L7MTU6,P01568
P01572,P05014
Q61716,P05014
Q80SS5,P05014
Q80SU4,P05014
Q810G3,P05014
Q61718,P05014
Q810G1,P05014
P01573,P05014
P07351,P05014
P07349,P05014
P07350,P05014
P06799,P05014
P09235,P05014
L7MTU6,P05014
P01572,P01569
Q61716,P01569
Q80SS5,P01569
Q80SU4,P01569
Q810G3,P01569
Q61718,P01569
Q810G1,P01569
P01573,P01569
P07351,P01569
P07349,P01569
P07350,P01569
P06799,P01569
P09235,P01569
L7MTU6,P01569
P01572,P05013
Q61716,P05013
Q80SS5,P05013
Q80SU4,P05013
Q810G3,P05013
Q61718,P05013
Q810G1,P05013
P01573,P05013
P07351,P05013
P07349,P05013
P07350,P05013
P06799,P05013
P09235,P05013
L7MTU6,P05013
P01572,P01567
Q61716,P01567
Q80SS5,P01567
Q80SU4,P01567
Q810G3,P01567
Q61718,P01567
Q810G1,P01567
P01573,P01567
P07351,P01567
P07349,P01567
P07350,P01567
P06799,P01567
P09235,P01567
L7MTU6,P01567
P01572,P32881
Q61716,P32881
Q80SS5,P32881
Q80SU4,P32881
Q810G3,P32881
Q61718,P32881
Q810G1,P32881
P01573,P32881
P07351,P32881
P07349,P32881
P07350,P32881
P06799,P32881
P09235,P32881
L7MTU6,P32881
P33896,P17181
O35664,P48551
P01575,P01574
Q80ZF2,Q86WN2
P01580,P01579
,
P15261,P15260
Q63953,P38484
Q7TSL0,Q9P0W0
Q4VK74,Q8IU54
Q8CGK6,Q8IU54
Q4VK74,Q8IZJ0
Q8CGK6,Q8IZJ0
Q4VK74,Q8IZI9
Q8CGK6,Q8IZI9
Q8CGK5,Q8IU57
P19182,O00458
Q9D8U0,Q12894
Q6NWV3,Q9HBG6
E9PY46,Q96RY7
Q6VH22,Q9UG01
Q61025,Q8IY31
Q9DAI2,Q9H7X7
Q9D6H2,Q9Y547
Q9D0P8,Q9BW83
Q9DA69,Q96FT9
